X1,X2,X3,X4
4.660111016072963,3.2712912427545153,1.322478579254625,0.28375851700114757
4.83120966310563,3.769943161055463,1.1463471922644466,0.10650544653430155
5.209507251367694,2.7811716551559216,1.4351856528345084,0.3384839664134537
5.313142583727537,4.016340130729782,1.6889345259656594,0.4303091579835557
5.131595183104781,3.2883964727415336,1.3894482763717706,0.25570867830909155
4.640529284063564,3.387082676677019,1.2843217109635325,0.12351448736676868
5.144910907276364,3.551679628722178,1.7944155367289993,0.2559095243149328
4.798790476409809,3.3162368399895077,1.5087223174094047,0.10804150801820026
4.418283034250988,3.042424051811846,1.5822406946444805,0.3351786606384225
4.812216384399039,2.417132288701156,1.1360373016264746,0.2850963871540397
4.780534041511995,3.2382824666972834,1.6458737479907872,0.21876374585488365
5.096302962063156,3.5316132778962674,1.685873967868161,0.3051478846463332
4.609896106672913,3.1284056298049583,1.3315514551659373,0.2777441602990441
5.569850385686624,3.8520145619753805,1.4307912104747913,0.20993051350669018
4.797084875770591,3.4858104498827385,1.6609362477223997,0.3297101807795859
5.522884224592428,3.7598450448680905,1.9201216274153072,0.27384579373008416
5.593756871093252,3.713630309017503,1.5860419986453342,0.25595222027687875
5.062946138621035,3.2906136141372837,1.4448892830194897,0.28775959394476147
4.98850676462316,3.5176494521470643,1.0874889837308295,0.03886116450776961
5.516350795025014,4.054232512698242,1.5239391581281672,0.26609011755460377
5.737460982313406,3.8294023908183386,1.5951312864686369,0.41841312894855015
5.025966689937684,3.592417370367428,1.3577964684666304,0.14289819680702168
5.431883461310946,3.7400319286055264,1.4415917818588815,0.3435020691972216
5.29254624372696,3.5663839597498104,1.5085156320596391,0.1630274418177649
4.852586900078162,3.177864460271427,1.6576149446129183,0.18004678668823354
5.051696700364173,3.582544581803532,1.462334515203205,0.12472040727305887
4.928509041576948,2.911641048243287,1.3991055615125507,0.21443490987030214
5.169881476659819,3.68757964735945,1.8932329661017215,0.2944709706920307
5.592460044730756,4.157252613583712,1.7185171669234904,0.19155095971812514
4.98235219196989,3.2607368618580366,1.6301972996469103,0.1655621382414964
5.188034751091724,3.174464644593881,1.585550696036136,0.15781205298735373
4.8099857853583385,3.192356505552018,1.397105779875043,0.1622525060991654
5.5328221966841165,3.7965338303929363,1.809004298881899,0.4384167655519228
4.956429903090846,3.1964765079582307,1.5526582816537724,0.357515787336946
5.061361095388533,3.5808588028088426,1.666235079440605,0.32574718358741245
5.530300347151663,3.4256716678323396,1.6133985013198247,0.1898971231731591
5.284653814249063,3.428833741276416,1.4212524646664235,0.31993503725617817
5.030052629063527,3.663263940307938,1.4491011579922122,0.3646637487267438
5.397929433050316,3.863279848286441,1.605133290765706,0.3097930763952273
5.2154993746120955,3.703028383034033,1.5480315973889964,0.26795508663301776
5.320852465425464,3.7203320648500497,1.5451923001723242,0.20342807924440645
4.56658784212726,3.271217039619291,1.3628967075429272,0.15909349400243847
