X1,X2,X3,X4
5.199612784231365,3.698214863563484,1.377326904447188,0.14722303241835624
4.938607111302117,3.353484839194041,1.4122013001119487,0.113069238423389
4.863398011556508,2.9023569766554917,1.272514761219088,0.24716089210091735
5.556684993373941,4.2302310362270354,1.5237097433639573,0.2454676742831144
5.384002934344318,4.083998525555426,1.4225488882358022,0.28799292699982226
5.066064615785932,3.575341528501297,1.449268953349883,0.19157578799556602
5.248268225012903,3.7461969547571554,1.499629321738226,0.22760181971746252
4.900658653340426,3.6438423808148053,1.4957523731668814,0.12746052448579132
5.477726985476467,3.5054586331388373,1.5661394752755704,0.2648359479249154
5.349457163252263,3.458150098343152,1.5205410670000639,0.2297128836956823
5.09969292495371,3.5277001856801355,1.6268500223604834,0.4095767223371097
5.675485581744591,3.624951070657747,1.5629795548492191,0.46218738466201614
5.202284968055323,3.1798200795172926,1.3124713512277386,0.23269184424803463
4.928346937745323,3.1708736512188285,1.5854961185122567,0.15405822877174763
5.264297251283597,3.5233849016144747,1.4206701264887787,0.17173099052371546
4.325402503371063,2.6669107949989326,1.3368799212960403,0.27395935868238647
5.084409275121234,3.7423555366705004,1.438714302309776,0.1350776702486407
5.136822319949267,3.7215994353033994,1.222793791268963,0.3315219062285349
4.995312187901312,3.066379587318632,1.5197998359845273,0.15376190221955846
4.818457216452852,3.2989927034064355,1.4425115798049537,0.2545567826309059
4.606925857886738,3.3169191664837765,1.2286938045868248,0.3405449702191205
5.242383674238919,3.508011172147867,1.8952505991876893,0.26693724652557194
5.232853320677039,3.2368575370582833,1.5253215387554175,0.2583144962587042
5.026929668679252,3.234774716997339,1.445074126570807,0.24943149537906759
5.089305024215271,3.7634481938399253,1.3270926174196132,0.19373379462512977
4.430282927104993,2.5467673822724617,1.1327908764121513,0.16548626141898606
4.373968413798351,2.7939468051279874,1.5457839325852036,0.24527313479974355
4.791498723969297,3.7064375184075415,1.3279621981671834,0.43084521903482065
5.193065441889446,3.2961265785963887,1.599994357404889,0.12990176004295828
4.528464987531031,2.841815076829981,1.4005715020615843,0.27507408758849955
5.469807006581728,3.4655096103274525,1.2604180401468563,0.28640068185976
4.386630673312032,3.127568752506535,1.6563891865281892,0.2733410874805219
5.488098720713519,3.4931028707478524,1.5236279941688484,0.3142005725546292
4.833442675798832,3.4436516445266374,1.4874455500375094,0.24417996569763525
5.2337212877549595,3.324498604392592,1.449382221138452,0.22630526906941184
5.153135734410969,3.5111176153450403,1.5182444498288405,0.21546541007149717
4.604427463663522,3.0001038933712336,1.398661785918131,0.11265978927648163
5.08851808284851,3.570699818786936,1.6601065222794116,0.28481948280220576
4.826958876476278,3.2992573578646684,1.6520968963934866,0.25881780059146475
5.183538557659809,3.6090907428144177,1.2922847501062764,0.1371118958305248
4.813529257099174,3.269955027778955,1.2859954260778754,0.19349299604163775
4.838186488939266,3.3444452915385074,1.8192530873977826,0.25465704504262904
5.357821540049215,3.74631919821467,1.4583322425322716,0.29004981214705083
4.879814783943821,2.7832833556043246,1.429580668186109,0.13821646207412566
4.796872828885365,3.29860384156316,1.4149677768343223,0.36637319487997655
5.247492601818923,3.313280780418626,1.6588120357484417,0.3238754807384564
5.124083961164508,3.5880394702423337,1.4533328558041598,0.3879304848691264
5.556262086686418,3.6644689573111306,1.436425026856787,0.19189038776494904
5.2769509267194445,3.664115441738367,1.5408627482421313,0.28729808235197685
5.60361082959672,4.062181271146641,1.399831388645874,0.3284356631708608
4.863562891113409,3.339366746789318,1.5948081886789314,0.27820012453620707
4.853800377653874,2.984020497538173,1.3743411298588655,0.26199688249348857
4.780726000518986,3.146836401851152,1.6397543278988946,0.07936699821532281
4.317163985267902,3.0751136930416316,1.1676271518012324,-0.009110522756203637
5.327823568609532,3.564622875711033,1.2918947104929184,0.1380310326331706
5.259658610289603,3.662970314741488,1.5051177978809278,0.37126563319435146
4.929929170893735,3.4621584741430937,1.327097579285565,0.0659361741769203
4.755116980285212,3.1459563506949197,1.2126202344378734,0.3043366819207013
5.103586769641019,3.70607643159871,1.782129484156423,0.20401578168663537
4.438630360030211,3.070135459837128,1.4753789039846321,0.18952769875087191
4.709935628650738,3.3489838481050156,1.0712504508454628,0.16512926791966
